MMSI,TimeOfFix,Latitude,Longitude,SOG,Heading,PortIndex,EEZ
308976000, 2020 Sep 03 23:51:15 UTC, 32.173333, -76.368333, 12, 265, 0, USA
308976000, 2020 Sep 03 22:51:14 UTC, 32.181667, -76.123333, 12, 269, 0, USA
308976000, 2020 Sep 03 21:20:00 UTC, 32.158698, -75.761078, 12, 278, 0, USA
308976000, 2020 Sep 03 21:15:14 UTC, 32.155, -75.741667, 12, 281, 0, USA
308976000, 2020 Sep 03 12:00:13 UTC, 32.353333, -73.445, 12, 265, 0, 
308976000, 2020 Sep 03 11:48:13 UTC, 32.356667, -73.393333, 12, 266, 0, 
308976000, 2020 Sep 03 10:12:12 UTC, 32.535, -73.055, 12, 238, 0, 
308976000, 2020 Sep 03 07:08:22 UTC, 32.883577, -72.417312, 12.9, 236, 0, 
308976000, 2020 Sep 03 05:32:51 UTC, 33.119513, -72.12167, 13, 218, 0, 
308976000, 2020 Sep 02 23:01:31 UTC, 34.245583, -71.043822, 12.9, 220, 0, 
308976000, 2020 Sep 02 22:57:52 UTC, 34.25564, -71.033658, 12.8, 222, 0, 
308976000, 2020 Sep 02 21:42:40 UTC, 34.463052, -70.831172, 12.5, 220, 0, 
308976000, 2020 Sep 02 20:51:12 UTC, 34.598333, -70.691667, 12, 219, 0, 
308976000, 2020 Sep 02 12:26:10 UTC, 36.014805, -69.309887, 13.1, 219, 0, 
308976000, 2020 Sep 02 11:06:59 UTC, 36.22475, -69.100603, 11.8, 218, 0, 
308976000, 2020 Sep 02 09:20:39 UTC, 36.494795, -68.832252, 12, 215, 0, 
308976000, 2020 Sep 02 08:27:12 UTC, 36.64, -68.688333, 12, 219, 0, 
308976000, 2020 Sep 02 07:02:20 UTC, 36.884957, -68.445688, 13.5, 214, 0, 
308976000, 2020 Sep 02 06:00:40 UTC, 37.063425, -68.267168, 13, 217, 0, 
308976000, 2020 Sep 02 05:22:28 UTC, 37.169202, -68.162315, 12.3, 221, 0, 
308976000, 2020 Sep 02 04:06:40 UTC, 37.351208, -67.962038, 10.7, 230, 0, 
308976000, 2020 Sep 02 03:35:28 UTC, 37.417123, -67.885232, 10.5, 217, 0, 
308976000, 2020 Sep 02 00:24:59 UTC, 37.866015, -67.452492, 11.3, 229, 0, 
308976000, 2020 Sep 01 23:14:48 UTC, 38.025782, -67.248292, 12.2, 187, 0, 
308976000, 2020 Sep 01 22:11:09 UTC, 38.207735, -67.109232, 12.8, 218, 0, 
308976000, 2020 Sep 01 21:07:17 UTC, 38.383297, -66.929127, 12.8, 216, 0, 
308976000, 2020 Sep 01 20:55:18 UTC, 38.416852, -66.894865, 12.9, 217, 0, 
308976000, 2020 Sep 01 18:02:20 UTC, 38.888395, -66.409257, 12.7, 215, 0, 
308976000, 2020 Sep 01 16:20:40 UTC, 39.161937, -66.134268, 12, 218, 0, 
308976000, 2020 Sep 01 13:19:08 UTC, 39.64989, -65.624777, 12.3, 212, 0, 
308976000, 2020 Sep 01 12:05:50 UTC, 39.83869, -65.429583, 10.7, 202, 0, 
308976000, 2020 Sep 01 11:33:48 UTC, 39.91287, -65.353495, 10.6, 203, 0, 
308976000, 2020 Sep 01 09:04:49 UTC, 40.283357, -65.01603, 11.3, 206, 0, CAN
308976000, 2020 Sep 01 08:07:40 UTC, 40.434373, -64.888933, 11.2, 209, 0, CAN
308976000, 2020 Sep 01 07:23:30 UTC, 40.552412, -64.793023, 11.5, 211, 0, CAN
308976000, 2020 Sep 01 06:10:39 UTC, 40.755175, -64.625193, 11.9, 213, 0, CAN
308976000, 2020 Sep 01 05:34:49 UTC, 40.854787, -64.542798, 11.7, 215, 0, CAN
308976000, 2020 Sep 01 04:26:40 UTC, 41.041642, -64.387398, 11.7, 215, 0, CAN
308976000, 2020 Sep 01 03:16:09 UTC, 41.230667, -64.228013, 11.3, 222, 0, CAN
308976000, 2020 Sep 01 02:00:30 UTC, 41.43014, -64.061825, 11.2, 226, 0, CAN
308976000, 2020 Sep 01 01:00:58 UTC, 41.59131, -63.92019, 12, 221, 0, CAN
308976000, 2020 Sep 01 00:17:30 UTC, 41.71624, -63.81877, 12, 209, 0, CAN
308976000, 2020 Aug 31 23:17:10 UTC, 41.88978, -63.67806, 12.7, 208, 0, CAN
308976000, 2020 Aug 31 21:54:09 UTC, 42.135, -63.466667, 12, 213, 0, CAN
308976000, 2020 Aug 31 20:11:39 UTC, 42.442265, -63.20407, 12.9, 212, 0, CAN
308976000, 2020 Aug 31 19:36:39 UTC, 42.547728, -63.11695, 12.5, 211, 0, CAN
308976000, 2020 Aug 31 18:25:28 UTC, 42.75387, -62.940457, 12.5, 211, 0, CAN
308976000, 2020 Aug 31 17:26:40 UTC, 42.925362, -62.793117, 12.4, 208, 0, CAN
308976000, 2020 Aug 31 16:32:20 UTC, 43.086275, -62.658308, 12.8, 210, 0, CAN
308976000, 2020 Aug 31 15:41:49 UTC, 43.23662, -62.525975, 12.8, 211, 0, CAN
308976000, 2020 Aug 31 13:03:50 UTC, 43.70159, -62.126587, 12.7, 207, 0, CAN
308976000, 2020 Aug 31 12:12:30 UTC, 43.853965, -61.991632, 12.6, 209, 0, CAN
308976000, 2020 Aug 31 11:21:34 UTC, 44.005257, -61.860183, 12.4, 209, 0, CAN
308976000, 2020 Aug 31 10:13:50 UTC, 44.206375, -61.684222, 12.7, 209, 0, CAN
308976000, 2020 Aug 31 09:21:48 UTC, 44.364113, -61.544197, 12.8, 209, 0, CAN
308976000, 2020 Aug 31 09:05:39 UTC, 44.409692, -61.503857, 12.8, 208, 0, CAN
308976000, 2020 Aug 31 07:10:30 UTC, 44.753212, -61.20606, 12.4, 211, 0, CAN
308976000, 2020 Aug 31 06:05:12 UTC, 44.940568, -61.034417, 12.4, 213, 0, CAN
308976000, 2020 Aug 31 06:01:29 UTC, 44.947812, -61.02768, 12.3, 213, 0, CAN
308976000, 2020 Aug 31 05:00:30 UTC, 45.122782, -60.872085, 12.3, 210, 0, CAN
308976000, 2020 Aug 31 04:49:59 UTC, 45.153348, -60.84595, 12.2, 209, 0, CAN
308976000, 2020 Aug 31 04:11:29 UTC, 45.266737, -60.762762, 12.3, 196, 0, CAN
308976000, 2020 Aug 31 04:03:18 UTC, 45.296205, -60.75087, 12.1, 196, 0, CAN
308976000, 2020 Aug 31 03:03:40 UTC, 45.390345, -60.906947, 12.8, 88, 0, CAN
308976000, 2020 Aug 31 02:27:59 UTC, 45.392173, -61.069002, 8.3, 92, 0, CAN
308976000, 2020 Aug 31 02:02:09 UTC, 45.445355, -61.14779, 12.1, 138, 0, CAN
308976000, 2020 Aug 31 02:01:40 UTC, 45.44668, -61.149385, 12.1, 138, 0, CAN
308976000, 2020 Aug 31 01:16:39 UTC, 45.54008, -61.282222, 10.2, 86, 0, CAN
308976000, 2020 Aug 31 00:13:49 UTC, 45.641152, -61.418713, 0.4, 93, 0, CAN
308976000, 2020 Aug 31 00:09:55 UTC, 45.641147, -61.419063, 0, 93, 5880, CAN
308976000, 2020 Aug 30 22:24:41 UTC, 45.641092, -61.418238, 0.1, 93, 5880, CAN
308976000, 2020 Aug 30 22:10:18 UTC, 45.641087, -61.418192, 0, 93, 5880, CAN
308976000, 2020 Aug 30 21:36:05 UTC, 45.64, -61.416667, 0, 93, 5880, CAN
308976000, 2020 Aug 30 20:22:35 UTC, 45.641062, -61.41819, 0, 93, 5880, CAN
308976000, 2020 Aug 30 20:12:42 UTC, 45.641058, -61.418198, 0, 93, 5880, CAN
308976000, 2020 Aug 30 18:13:34 UTC, 45.641058, -61.418243, 0, 93, 5880, CAN
308976000, 2020 Aug 30 17:27:38 UTC, 45.64114, -61.419215, 0, 93, 5880, CAN
308976000, 2020 Aug 30 16:07:09 UTC, 45.641152, -61.419243, 0, 93, 5880, CAN
308976000, 2020 Aug 30 14:30:39 UTC, 45.641158, -61.419185, 0, 93, 5880, CAN
308976000, 2020 Aug 30 14:07:15 UTC, 45.64115, -61.419248, 0, 93, 5880, CAN
308976000, 2020 Aug 30 13:21:40 UTC, 45.641177, -61.41925, 0, 93, 5880, CAN
308976000, 2020 Aug 30 12:16:27 UTC, 45.641062, -61.419223, 0, 93, 5880, CAN
308976000, 2020 Aug 30 10:18:40 UTC, 45.641097, -61.419272, 0, 93, 5880, CAN
308976000, 2020 Aug 30 10:09:55 UTC, 45.641135, -61.419227, 0, 93, 5880, CAN
308976000, 2020 Aug 30 08:51:38 UTC, 45.64106, -61.417933, 0, 93, 5880, CAN
308976000, 2020 Aug 30 08:48:42 UTC, 45.641053, -61.417918, 0, 93, 5880, CAN
308976000, 2020 Aug 30 08:04:10 UTC, 45.641033, -61.418022, 0, 93, 5880, CAN
308976000, 2020 Aug 30 07:06:37 UTC, 45.641038, -61.417985, 0, 93, 5880, CAN
308976000, 2020 Aug 30 06:03:50 UTC, 45.64106, -61.417985, 0, 93, 5880, CAN
308976000, 2020 Aug 30 06:03:35 UTC, 45.64106, -61.417985, 0, 93, 5880, CAN
308976000, 2020 Aug 30 04:12:35 UTC, 45.641062, -61.418022, 0, 93, 5880, CAN
308976000, 2020 Aug 30 04:01:15 UTC, 45.641062, -61.418027, 0, 93, 5880, CAN
308976000, 2020 Aug 30 03:30:31 UTC, 45.641067, -61.417992, 0, 93, 5880, CAN
308976000, 2020 Aug 30 02:13:12 UTC, 45.641068, -61.417985, 0, 93, 5880, CAN
308976000, 2020 Aug 30 02:12:42 UTC, 45.641068, -61.417985, 0, 93, 5880, CAN
