MMSI,TimeOfFix,Latitude,Longitude,SOG,Heading,PortIndex,EEZ
636017260, 2020 Sep 03 22:03:11 UTC, 39.976642, -75.098345, 0, 326, 8110, USA
636017260, 2020 Sep 03 22:00:10 UTC, 39.976647, -75.098347, 0, 326, 8110, USA
636017260, 2020 Sep 03 20:11:52 UTC, 39.976617, -75.098358, 0, 327, 8110, USA
636017260, 2020 Sep 03 20:06:23 UTC, 39.976622, -75.098367, 0.1, 324, 8110, USA
636017260, 2020 Sep 03 18:07:33 UTC, 39.874815, -75.204657, 6.4, 53, 0, USA
636017260, 2020 Sep 03 18:03:22 UTC, 39.870295, -75.212315, 6.4, 53, 0, USA
636017260, 2020 Sep 03 16:47:21 UTC, 39.804878, -75.409063, 8.7, 60, 0, USA
636017260, 2020 Sep 03 16:08:51 UTC, 39.735062, -75.499707, 10.2, 20, 0, USA
636017260, 2020 Sep 03 16:00:51 UTC, 39.712872, -75.507773, 10.3, 16, 0, USA
636017260, 2020 Sep 03 15:24:52 UTC, 39.629133, -75.575995, 9.6, 41, 0, USA
636017260, 2020 Sep 03 14:12:43 UTC, 39.425328, -75.524898, 13, 317, 0, USA
636017260, 2020 Sep 03 14:07:13 UTC, 39.410648, -75.507337, 13.1, 317, 0, USA
636017260, 2020 Sep 03 12:07:03 UTC, 39.055418, -75.169017, 13.3, 337, 0, USA
636017260, 2020 Sep 03 12:05:02 UTC, 39.048585, -75.165302, 13.3, 337, 0, USA
636017260, 2020 Sep 03 10:05:02 UTC, 38.720432, -74.924847, 10.7, 322, 0, USA
636017260, 2020 Sep 03 10:03:53 UTC, 38.717795, -74.922168, 10.7, 322, 0, USA
636017260, 2020 Sep 03 10:03:13 UTC, 38.716172, -74.920507, 10.5, 322, 0, USA
636017260, 2020 Sep 03 08:07:31 UTC, 38.469237, -74.665108, 11.6, 321, 0, USA
636017260, 2020 Sep 03 08:00:22 UTC, 38.451382, -74.646285, 11.6, 320, 0, USA
636017260, 2020 Sep 03 07:47:01 UTC, 38.429462, -74.601383, 11.7, 282, 0, USA
636017260, 2020 Sep 03 06:08:01 UTC, 38.37833, -74.201605, 11.3, 282, 0, USA
636017260, 2020 Sep 03 04:03:43 UTC, 38.29905, -73.662383, 13.3, 280, 0, USA
636017260, 2020 Sep 03 02:01:21 UTC, 38.215852, -73.098327, 13.2, 281, 0, USA
636017260, 2020 Sep 03 00:09:41 UTC, 38.148553, -72.585503, 13.3, 274, 0, USA
636017260, 2020 Sep 02 22:47:27 UTC, 38.083998, -72.195588, 14, 282, 0, USA
636017260, 2020 Sep 02 22:06:45 UTC, 38.054498, -72.004473, 13.5, 282, 0, USA
636017260, 2020 Sep 02 20:49:04 UTC, 38.002605, -71.639013, 13, 278, 0, USA
636017260, 2020 Sep 02 20:08:58 UTC, 37.976582, -71.4533, 13.7, 279, 0, USA
636017260, 2020 Sep 02 18:15:27 UTC, 37.894693, -70.921137, 13.6, 279, 0, USA
