MMSI,TimeOfFix,Latitude,Longitude,SOG,Heading,PortIndex,EEZ
636018222, 2020 Sep 03 23:26:24 UTC, 34.722818, -71.274953, 15.2, 260, 0, 
636018222, 2020 Sep 03 23:08:53 UTC, 34.740563, -71.188238, 15, 261, 0, 
636018222, 2020 Sep 03 22:07:24 UTC, 34.80825, -70.887108, 14.7, 251, 0, 
636018222, 2020 Sep 03 21:48:31 UTC, 34.835095, -70.799035, 14.6, 251, 0, 
636018222, 2020 Sep 03 21:24:54 UTC, 34.865862, -70.687505, 14.9, 251, 0, 
636018222, 2020 Sep 03 18:05:12 UTC, 35.107108, -69.699452, 19.2, 245, 0, 
636018222, 2020 Sep 03 17:11:48 UTC, 35.220515, -69.367047, 16.3, 246, 0, 
636018222, 2020 Sep 03 16:22:06 UTC, 35.30118, -69.11869, 15.9, 248, 0, 
636018222, 2020 Sep 03 15:28:12 UTC, 35.386815, -68.847273, 15.8, 250, 0, 
636018222, 2020 Sep 03 12:02:42 UTC, 35.733093, -67.80951, 15.8, 247, 0, 
636018222, 2020 Sep 03 10:11:33 UTC, 35.916737, -67.264825, 15.2, 245, 0, 
636018222, 2020 Sep 03 09:17:49 UTC, 36.007392, -67.014685, 14.7, 245, 0, 
636018222, 2020 Sep 03 08:34:14 UTC, 36.07597, -66.807305, 15.3, 247, 0, 
636018222, 2020 Sep 03 07:12:53 UTC, 36.205048, -66.409882, 14.9, 248, 0, 
636018222, 2020 Sep 03 06:00:54 UTC, 36.315123, -66.062098, 15.3, 249, 0, 
636018222, 2020 Sep 03 05:00:48 UTC, 36.415163, -65.767565, 15.4, 246, 0, 
636018222, 2020 Sep 03 04:19:35 UTC, 36.487943, -65.566997, 15.4, 247, 0, 
636018222, 2020 Sep 03 03:19:59 UTC, 36.57852, -65.264923, 15.8, 252, 0, 
636018222, 2020 Sep 03 02:59:36 UTC, 36.612087, -65.161857, 15.6, 253, 0, 
636018222, 2020 Sep 03 01:15:49 UTC, 36.800127, -64.645972, 16.2, 241, 0, 
636018222, 2020 Sep 03 00:07:24 UTC, 36.921593, -64.29624, 15.7, 245, 0, 
636018222, 2020 Sep 02 23:03:19 UTC, 37.001287, -63.96155, 15.7, 261, 0, 
636018222, 2020 Sep 02 22:17:05 UTC, 37.016997, -63.712213, 15.6, 269, 0, 
636018222, 2020 Sep 02 21:14:37 UTC, 37.01838, -63.37259, 15.2, 269, 0, 
636018222, 2020 Sep 02 20:31:06 UTC, 37.018927, -63.137227, 15.7, 269, 0, 
636018222, 2020 Sep 02 19:03:49 UTC, 37.02201, -62.662522, 15.7, 269, 0, 
636018222, 2020 Sep 02 18:11:24 UTC, 37.030072, -62.373895, 15.8, 269, 0, 
636018222, 2020 Sep 02 17:01:24 UTC, 37.042847, -61.997508, 15.6, 269, 0, 
636018222, 2020 Sep 02 16:24:25 UTC, 37.078603, -61.8085, 15.6, 239, 0, 
636018222, 2020 Sep 02 15:26:19 UTC, 37.211492, -61.539048, 15.6, 239, 0, 
636018222, 2020 Sep 02 14:41:18 UTC, 37.3142, -61.325487, 16, 239, 0, 
636018222, 2020 Sep 02 13:51:49 UTC, 37.43481, -61.091917, 16.1, 234, 0, 
636018222, 2020 Sep 02 12:00:48 UTC, 37.705525, -60.562542, 16, 238, 0, 
636018222, 2020 Sep 02 11:04:55 UTC, 37.827595, -60.290413, 15.8, 237, 0, 
636018222, 2020 Sep 02 10:07:49 UTC, 37.955623, -60.024067, 15.3, 238, 0, 
636018222, 2020 Sep 02 09:26:23 UTC, 38.051202, -59.834385, 15.4, 237, 0, 
636018222, 2020 Sep 02 08:09:18 UTC, 38.230843, -59.480608, 15.3, 238, 0, 
636018222, 2020 Sep 02 07:02:00 UTC, 38.375425, -59.171383, 15.3, 243, 0, 
636018222, 2020 Sep 02 06:19:12 UTC, 38.467937, -58.971598, 15.2, 242, 0, 
636018222, 2020 Sep 02 05:26:24 UTC, 38.585412, -58.723377, 15.8, 239, 0, 
636018222, 2020 Sep 02 04:03:48 UTC, 38.783258, -58.328012, 16, 236, 0, 
636018222, 2020 Sep 02 03:04:47 UTC, 38.933852, -58.039357, 16.4, 232, 0, 
636018222, 2020 Sep 02 02:16:48 UTC, 39.054447, -57.805123, 16.2, 235, 0, 
636018222, 2020 Sep 02 01:05:30 UTC, 39.216105, -57.444247, 16, 240, 0, 
636018222, 2020 Sep 02 00:02:19 UTC, 39.359768, -57.12985, 16.3, 240, 0, 
636018222, 2020 Sep 01 23:11:42 UTC, 39.475973, -56.872668, 16.5, 242, 0, 
636018222, 2020 Sep 01 22:11:42 UTC, 39.594743, -56.55351, 16.1, 247, 0, 
636018222, 2020 Sep 01 21:06:23 UTC, 39.735123, -56.232788, 15.4, 244, 0, 
636018222, 2020 Sep 01 20:34:15 UTC, 39.827808, -56.095905, 15.9, 239, 0, 
636018222, 2020 Sep 01 19:45:06 UTC, 39.960628, -55.872503, 16, 241, 0, 
636018222, 2020 Sep 01 18:00:07 UTC, 40.23863, -55.377833, 15.9, 234, 0, 
636018222, 2020 Sep 01 17:26:18 UTC, 40.330228, -55.22107, 16, 231, 0, 
636018222, 2020 Sep 01 16:26:05 UTC, 40.495608, -54.938833, 16.3, 230, 0, 
636018222, 2020 Sep 01 15:32:48 UTC, 40.645307, -54.694298, 16, 231, 0, 
636018222, 2020 Sep 01 14:42:06 UTC, 40.787363, -54.461502, 16, 231, 0, 
636018222, 2020 Sep 01 13:23:29 UTC, 41.009377, -54.097682, 16.2, 230, 0, 
636018222, 2020 Sep 01 12:14:19 UTC, 41.193245, -53.769092, 16, 239, 0, 
636018222, 2020 Sep 01 11:00:36 UTC, 41.299052, -53.354113, 16.5, 248, 0, 
636018222, 2020 Sep 01 10:17:30 UTC, 41.363057, -53.106682, 16.3, 248, 0, 
636018222, 2020 Sep 01 09:05:47 UTC, 41.483192, -52.711045, 16.1, 248, 0, 
636018222, 2020 Sep 01 08:06:05 UTC, 41.585938, -52.389483, 15.2, 254, 0, 
636018222, 2020 Sep 01 07:20:48 UTC, 41.673328, -52.16619, 14.7, 242, 0, 
636018222, 2020 Sep 01 06:11:48 UTC, 41.825853, -51.857142, 14.9, 253, 0, 
636018222, 2020 Sep 01 05:13:30 UTC, 41.931682, -51.550157, 16.4, 251, 0, 
636018222, 2020 Sep 01 04:03:13 UTC, 42.057152, -51.167497, 15.8, 251, 0, 
636018222, 2020 Sep 01 03:12:30 UTC, 42.149417, -50.89475, 15.8, 249, 0, 
636018222, 2020 Sep 01 02:00:13 UTC, 42.278928, -50.51877, 15.4, 247, 0, 
636018222, 2020 Sep 01 01:01:29 UTC, 42.384983, -50.214082, 15.3, 247, 0, 
636018222, 2020 Sep 01 00:11:06 UTC, 42.474578, -49.943555, 16.1, 246, 0, 
636018222, 2020 Aug 31 23:12:24 UTC, 42.579033, -49.615207, 16.4, 244, 0, 
636018222, 2020 Aug 31 22:07:41 UTC, 42.705613, -49.257755, 16, 246, 0, 
636018222, 2020 Aug 31 21:18:13 UTC, 42.807755, -49.000512, 15.1, 246, 0, 
636018222, 2020 Aug 31 20:08:53 UTC, 42.951002, -48.635035, 16.1, 245, 0, 
636018222, 2020 Aug 31 19:05:29 UTC, 43.075233, -48.284355, 15.6, 245, 0, 
636018222, 2020 Aug 31 18:20:47 UTC, 43.158088, -48.04119, 15.9, 244, 0, 
636018222, 2020 Aug 31 17:14:48 UTC, 43.283203, -47.678722, 16.1, 244, 0, 
636018222, 2020 Aug 31 16:06:00 UTC, 43.412613, -47.293028, 16, 245, 0, 
636018222, 2020 Aug 31 15:40:37 UTC, 43.463157, -47.15388, 16.1, 243, 0, 
636018222, 2020 Aug 31 14:51:13 UTC, 43.560648, -46.877807, 16.4, 243, 0, 
636018222, 2020 Aug 31 13:01:42 UTC, 43.771677, -46.28302, 15.2, 243, 0, 
636018222, 2020 Aug 31 12:05:31 UTC, 43.861532, -45.97065, 15.6, 248, 0, 
636018222, 2020 Aug 31 11:19:25 UTC, 43.934652, -45.716993, 15.2, 248, 0, 
636018222, 2020 Aug 31 10:11:18 UTC, 44.06362, -45.355637, 15.4, 246, 0, 
636018222, 2020 Aug 31 09:05:37 UTC, 44.179937, -44.99635, 15.4, 247, 0, 
636018222, 2020 Aug 31 07:10:23 UTC, 44.401617, -44.363808, 15.7, 244, 0, 
636018222, 2020 Aug 31 06:02:55 UTC, 44.539523, -43.99826, 15.7, 243, 0, 
636018222, 2020 Aug 31 05:02:12 UTC, 44.657427, -43.6667, 15.7, 243, 0, 
636018222, 2020 Aug 31 04:17:19 UTC, 44.72789, -43.413357, 15.6, 254, 0, 
636018222, 2020 Aug 31 03:00:54 UTC, 44.874122, -42.971295, 16.4, 241, 0, 
636018222, 2020 Aug 31 02:27:37 UTC, 44.938642, -42.779642, 16.2, 242, 0, 
636018222, 2020 Aug 31 01:13:48 UTC, 45.079623, -42.351142, 16.3, 242, 0, 
636018222, 2020 Aug 31 00:02:18 UTC, 45.210987, -41.940935, 16.2, 244, 0, 
636018222, 2020 Aug 30 23:01:53 UTC, 45.313963, -41.582738, 16.1, 247, 0, 
636018222, 2020 Aug 30 22:23:07 UTC, 45.383277, -41.355515, 16.3, 246, 0, 
636018222, 2020 Aug 30 21:07:01 UTC, 45.532965, -40.937077, 15.6, 243, 0, 
636018222, 2020 Aug 30 20:32:18 UTC, 45.603688, -40.745182, 15.8, 244, 0, 
636018222, 2020 Aug 30 19:16:54 UTC, 45.751848, -40.31568, 16, 245, 0, 
636018222, 2020 Aug 30 18:13:00 UTC, 45.860765, -39.941042, 8.2, 248, 0, 
636018222, 2020 Aug 30 17:06:59 UTC, 45.984755, -39.565865, 15.9, 248, 0, 
636018222, 2020 Aug 30 16:28:43 UTC, 46.060517, -39.339312, 16.5, 246, 0, 
636018222, 2020 Aug 30 15:41:43 UTC, 46.148382, -39.047165, 16.8, 246, 0, 
636018222, 2020 Aug 30 13:14:05 UTC, 46.454567, -38.127658, 17.4, 245, 0, 
636018222, 2020 Aug 30 11:52:12 UTC, 46.617362, -37.615605, 16.7, 244, 0, 
636018222, 2020 Aug 30 09:22:25 UTC, 46.917958, -36.701593, 17, 244, 0, 
636018222, 2020 Aug 30 08:17:24 UTC, 47.04288, -36.305592, 16.5, 244, 0, 
636018222, 2020 Aug 30 07:03:36 UTC, 47.18355, -35.846887, 16.8, 244, 0, 
636018222, 2020 Aug 30 06:00:00 UTC, 47.3113, -35.450583, 17, 244, 0, 
636018222, 2020 Aug 30 05:09:48 UTC, 47.416475, -35.135872, 16.8, 244, 0, 
636018222, 2020 Aug 30 04:04:25 UTC, 47.546155, -34.726787, 16.6, 246, 0, 
636018222, 2020 Aug 30 03:26:36 UTC, 47.616145, -34.487543, 17.1, 248, 0, 
636018222, 2020 Aug 30 02:53:19 UTC, 47.679485, -34.276285, 15.9, 248, 0, 
636018222, 2020 Aug 30 01:02:19 UTC, 47.897375, -33.593805, 16.6, 250, 0, 
636018222, 2020 Aug 30 00:01:35 UTC, 48.008137, -33.224345, 16.4, 251, 0, 
636018222, 2020 Aug 29 23:15:07 UTC, 48.103442, -32.935565, 16.7, 245, 0, 
636018222, 2020 Aug 29 22:01:19 UTC, 48.25903, -32.473727, 17, 244, 0, 
636018222, 2020 Aug 29 21:29:24 UTC, 48.32472, -32.273777, 16.7, 244, 0, 
636018222, 2020 Aug 29 20:20:48 UTC, 48.4601, -31.845015, 16.4, 244, 0, 
636018222, 2020 Aug 29 19:10:18 UTC, 48.58098, -31.419367, 15.3, 243, 0, 
636018222, 2020 Aug 29 18:35:06 UTC, 48.61716, -31.189573, 16.9, 255, 0, 
636018222, 2020 Aug 29 17:37:19 UTC, 48.681665, -30.815138, 15.6, 252, 0, 
636018222, 2020 Aug 29 16:19:42 UTC, 48.767215, -30.314543, 16.5, 253, 0, 
636018222, 2020 Aug 29 15:53:24 UTC, 48.796202, -30.1474, 15.4, 251, 0, 
636018222, 2020 Aug 29 14:07:49 UTC, 48.881842, -29.45841, 16.2, 261, 0, 
636018222, 2020 Aug 29 13:13:36 UTC, 48.9199, -29.095967, 16.2, 261, 0, 
636018222, 2020 Aug 29 12:07:49 UTC, 48.977918, -28.640297, 16.9, 261, 0, 
636018222, 2020 Aug 29 11:30:06 UTC, 49.008893, -28.378448, 16.7, 261, 0, 
636018222, 2020 Aug 29 10:12:06 UTC, 49.074955, -27.842212, 16.7, 259, 0, 
636018222, 2020 Aug 29 09:16:54 UTC, 49.123718, -27.467608, 16, 255, 0, 
636018222, 2020 Aug 29 08:03:35 UTC, 49.195258, -26.973332, 16.7, 254, 0, 
636018222, 2020 Aug 29 07:17:54 UTC, 49.230767, -26.67369, 15.8, 254, 0, 
636018222, 2020 Aug 29 06:48:05 UTC, 49.250992, -26.477917, 15.6, 257, 0, 
636018222, 2020 Aug 29 05:01:36 UTC, 49.329895, -25.768838, 16, 256, 0, 
636018222, 2020 Aug 29 04:24:41 UTC, 49.358738, -25.521693, 16.1, 259, 0, 
636018222, 2020 Aug 29 03:14:54 UTC, 49.410048, -25.050668, 16, 258, 0, 
636018222, 2020 Aug 29 02:38:54 UTC, 49.433158, -24.80587, 16.3, 262, 0, 
636018222, 2020 Aug 29 01:24:18 UTC, 49.467033, -24.294858, 16.1, 262, 0, 
